chosen_worker_id,client_addr,lb_decision_latency_ms,overall_rtt_ms,payload_recv_brief,proxy_to_worker_rtt_ms,request_id,status,timestamp,worker_processing_time_ms,worker_response_payload_brief
worker-2,"('127.0.0.1', 62377)",0.03191699943272397,859.5694589967025,"{'data': 'Benchmark hello from client 6, req 5', 'request_id': 'client6-req5-bd04d9fb'}",805.5652080001892,client6-req5-bd04d9fb,SUCCESS,1747410888.330014,198.93737500387942,"{'data': 'Response from worker-2 to request client6-req5-bd04d9fb', 'original_request_id': 'client6-"
worker-2,"('127.0.0.1', 62372)",0.0380830024369061,994.6380000037607,"{'data': 'Benchmark hello from client 1, req 4', 'request_id': 'client1-req4-b49ffc11'}",940.9796249965439,client1-req4-b49ffc11,SUCCESS,1747410888.357606,162.94483299861895,"{'data': 'Response from worker-2 to request client1-req4-b49ffc11', 'original_request_id': 'client1-"
worker-2,"('127.0.0.1', 62375)",0.03308399755042046,992.7051670019864,"{'data': 'Benchmark hello from client 4, req 6', 'request_id': 'client4-req6-394ec50d'}",939.8285839997698,client4-req6-394ec50d,SUCCESS,1747410888.440923,81.95949999935692,"{'data': 'Response from worker-2 to request client4-req6-394ec50d', 'original_request_id': 'client4-"
worker-2,"('127.0.0.1', 62373)",0.03004199970746413,1102.464167001017,"{'data': 'Benchmark hello from client 2, req 4', 'request_id': 'client2-req4-06e5ec2b'}",1050.5396670050686,client2-req4-06e5ec2b,SUCCESS,1747410888.519383,189.20704199990723,"{'data': 'Response from worker-2 to request client2-req4-06e5ec2b', 'original_request_id': 'client2-"
worker-2,"('127.0.0.1', 62376)",0.03137500607408583,1123.6077919966192,"{'data': 'Benchmark hello from client 5, req 6', 'request_id': 'client5-req6-391d3ab1'}",1071.360875001119,client5-req6-391d3ab1,SUCCESS,1747410888.5673752,68.69116600137204,"{'data': 'Response from worker-2 to request client5-req6-391d3ab1', 'original_request_id': 'client5-"
worker-2,"('127.0.0.1', 62379)",0.03566600207705051,1182.4842910064035,"{'data': 'Benchmark hello from client 8, req 4', 'request_id': 'client8-req4-ddc479a4'}",1128.173750003043,client8-req4-ddc479a4,SUCCESS,1747410888.620904,109.74179200275103,"{'data': 'Response from worker-2 to request client8-req4-ddc479a4', 'original_request_id': 'client8-"
worker-2,"('127.0.0.1', 62374)",0.03370900230947882,1181.7274159984663,"{'data': 'Benchmark hello from client 3, req 5', 'request_id': 'client3-req5-ede4d595'}",1128.783416999795,client3-req5-ede4d595,SUCCESS,1747410888.766965,146.60504199855495,"{'data': 'Response from worker-2 to request client3-req5-ede4d595', 'original_request_id': 'client3-"
worker-2,"('127.0.0.1', 62380)",0.037750003684777766,1302.5042919980478,"{'data': 'Benchmark hello from client 9, req 5', 'request_id': 'client9-req5-98122c78'}",1250.5391250015236,client9-req5-98122c78,SUCCESS,1747410888.836656,190.88595900393557,"{'data': 'Response from worker-2 to request client9-req5-98122c78', 'original_request_id': 'client9-"
worker-2,"('127.0.0.1', 62371)",0.03166699752910063,1315.5069159984123,"{'data': 'Benchmark hello from client 0, req 5', 'request_id': 'client0-req5-81c2a34b'}",1262.5668749969918,client0-req5-81c2a34b,SUCCESS,1747410888.914886,89.64595799625386,"{'data': 'Response from worker-2 to request client0-req5-81c2a34b', 'original_request_id': 'client0-"
worker-2,"('127.0.0.1', 62378)",0.03066699719056487,1432.7951250015758,"{'data': 'Benchmark hello from client 7, req 5', 'request_id': 'client7-req5-8dca0880'}",1379.8974580058712,client7-req5-8dca0880,SUCCESS,1747410888.9889832,190.98108299658634,"{'data': 'Response from worker-2 to request client7-req5-8dca0880', 'original_request_id': 'client7-"
worker-2,"('127.0.0.1', 62377)",0.03391700010979548,1306.1365000030492,"{'data': 'Benchmark hello from client 6, req 6', 'request_id': 'client6-req6-a138a69e'}",1253.193000004103,client6-req6-a138a69e,SUCCESS,1747410889.1887748,72.9458749992773,"{'data': 'Response from worker-2 to request client6-req6-a138a69e', 'original_request_id': 'client6-"
